target,K,fs,disc,score,accuracy,mean_prob_true,persistence_accuracy,majority_accuracy,majority_class,n_features_including_target,features,time_sec,model_pkl_path,edges_csv_path,exclude_other_throughputs,error
throughput_1,20,pca,classic_uniform,bic,,,,,,,,3.3771348329999,,,False,1
throughput_1,20,pca,classic_uniform,aic,,,,,,,,6.306874500000049,,,False,1
throughput_1,20,pca,classic_quantile,bic,0.09009009009009009,0.16828407935935527,0.998998998998999,0.0,2.0,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",5.23032133300012,,,False,
throughput_1,20,pca,classic_quantile,aic,0.2752752752752753,0.26068717080301174,0.998998998998999,0.0,2.0,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",14.956249790999891,,,False,
throughput_1,20,pca,kmeans,bic,0.0,0.08328678403651052,0.998998998998999,0.908908908908909,0.0,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",4.644040417000042,,,False,
throughput_1,20,pca,kmeans,aic,0.2722722722722723,0.3083387185791977,0.998998998998999,0.908908908908909,0.0,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",10.67495533400006,,,False,
throughput_1,20,pca,dbscan,bic,0.09109109109109109,0.030953829781802514,0.4864864864864865,0.09109109109109109,43.0,19.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",2.3365815829999974,,,False,
throughput_1,20,pca,dbscan,aic,0.062062062062062065,0.030577444741073007,0.4864864864864865,0.09109109109109109,43.0,19.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput_1']",4.70605070900001,,,False,
throughput_2,3,markov,classic_uniform,bic,0.998998998998999,0.8486012553627434,0.998998998998999,0.908908908908909,0.0,4.0,"['throughput_3', 'data_quality_1', 'avg_p_latency_2', 'throughput_2']",5.046779042000026,,,False,
throughput_2,3,markov,classic_uniform,aic,0.998998998998999,0.5021727744720467,0.998998998998999,0.908908908908909,0.0,4.0,"['process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'throughput_2']",4.745737250000047,,,False,
throughput_2,3,markov,classic_quantile,bic,0.6376376376376376,0.6093075955666197,0.997997997997998,0.09109109109109109,3.0,4.0,"['throughput_3', 'data_quality_1', 'avg_p_latency_2', 'throughput_2']",5.070979708000095,,,False,
throughput_2,3,markov,classic_quantile,aic,0.6396396396396397,0.6077431964283088,0.997997997997998,0.09109109109109109,3.0,4.0,"['process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'throughput_2']",4.682302250000021,,,False,
throughput_2,3,markov,kmeans,bic,0.998998998998999,0.7569792778516722,0.998998998998999,0.908908908908909,0.0,4.0,"['throughput_3', 'data_quality_1', 'avg_p_latency_2', 'throughput_2']",5.097198082999967,,,False,
throughput_2,3,markov,kmeans,aic,0.998998998998999,0.4868563268429816,0.998998998998999,0.908908908908909,0.0,4.0,"['process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'throughput_2']",4.6852571659999285,,,False,
throughput_2,3,markov,dbscan,bic,0.09009009009009009,0.17751977065741079,0.5675675675675675,0.0,48.0,4.0,"['throughput_3', 'data_quality_1', 'avg_p_latency_2', 'throughput_2']",5.0301759579999725,,,False,
throughput_2,3,markov,dbscan,aic,0.43543543543543545,0.30765247353209324,0.5675675675675675,0.0,48.0,4.0,"['process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'throughput_2']",5.008004707999817,,,False,
throughput_2,3,mrmr,classic_uniform,bic,0.6396396396396397,0.5054801034931874,0.998998998998999,0.908908908908909,0.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.83835833299986,,,False,
throughput_2,3,mrmr,classic_uniform,aic,0.6396396396396397,0.5048585153840447,0.998998998998999,0.908908908908909,0.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.823002292000183,,,False,
throughput_2,3,mrmr,classic_quantile,bic,0.5475475475475475,0.5449284691791838,0.997997997997998,0.09109109109109109,3.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.774340833999986,,,False,
throughput_2,3,mrmr,classic_quantile,aic,0.5475475475475475,0.5457942656467112,0.997997997997998,0.09109109109109109,3.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.8183122090001689,,,False,
throughput_2,3,mrmr,kmeans,bic,0.998998998998999,0.6524500026596621,0.998998998998999,0.908908908908909,0.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.7547711669999444,,,False,
throughput_2,3,mrmr,kmeans,aic,0.998998998998999,0.652454844277184,0.998998998998999,0.908908908908909,0.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.783920291999948,,,False,
throughput_2,3,mrmr,dbscan,bic,,,,,,,,1.4600682920001873,,,False,The node throughput_2_t1 is not in the digraph.
throughput_2,3,mrmr,dbscan,aic,0.3173173173173173,0.27728005770899905,0.5675675675675675,0.0,48.0,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.912265208000008,,,False,
throughput_2,3,pca,classic_uniform,bic,,,,,,,,0.22905437500003245,,,False,1
throughput_2,3,pca,classic_uniform,aic,,,,,,,,0.2211459160000686,,,False,1
throughput_2,3,pca,classic_quantile,bic,0.2782782782782783,0.21549242458050802,0.997997997997998,0.09109109109109109,3.0,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.47749949999979435,,,False,
throughput_2,3,pca,classic_quantile,aic,0.2782782782782783,0.24718737550788436,0.997997997997998,0.09109109109109109,3.0,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.5732660409998971,,,False,
throughput_2,3,pca,kmeans,bic,0.1941941941941942,0.14178389783997294,0.998998998998999,0.908908908908909,0.0,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.5134929999999258,,,False,
throughput_2,3,pca,kmeans,aic,0.1941941941941942,0.17533753400781643,0.998998998998999,0.908908908908909,0.0,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.476977541999986,,,False,
throughput_2,3,pca,dbscan,bic,,,,,,,,0.08539454099991417,,,False,The node throughput_2_t1 is not in the digraph.
throughput_2,3,pca,dbscan,aic,0.04104104104104104,0.03315018757202675,0.5675675675675675,0.0,48.0,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.4636134160000438,,,False,
throughput_2,8,markov,classic_uniform,bic,,,,,,,,5.6966102499998215,,,False,2
throughput_2,8,markov,classic_uniform,aic,0.998998998998999,0.4115448216309076,0.998998998998999,0.908908908908909,0.0,9.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'throughput_2']",5.353347209000049,,,False,
throughput_2,8,markov,classic_quantile,bic,0.6386386386386387,0.4580992016243227,0.997997997997998,0.09109109109109109,3.0,9.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'throughput_2']",5.920534666999856,,,False,
throughput_2,8,markov,classic_quantile,aic,0.983983983983984,0.4925738157656146,0.997997997997998,0.09109109109109109,3.0,9.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'throughput_2']",5.517057374999922,,,False,
throughput_2,8,markov,kmeans,bic,0.998998998998999,0.4706180676887926,0.998998998998999,0.908908908908909,0.0,9.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'throughput_2']",5.976575916999991,,,False,
throughput_2,8,markov,kmeans,aic,0.98998998998999,0.5298523329092346,0.998998998998999,0.908908908908909,0.0,9.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'throughput_2']",5.389100667000093,,,False,
throughput_2,8,markov,dbscan,bic,0.09009009009009009,0.17751977065741079,0.5675675675675675,0.0,48.0,5.0,"['throughput_3', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'throughput_2']",5.34587912500001,,,False,
throughput_2,8,markov,dbscan,aic,0.34534534534534533,0.1982461639605196,0.5675675675675675,0.0,48.0,7.0,"['data_quality_3', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'avg_p_latency_2', 'throughput_2']",5.5240452919999825,,,False,
throughput_2,8,mrmr,classic_uniform,bic,,,,,,,,11.026004249999914,,,False,2
throughput_2,8,mrmr,classic_uniform,aic,,,,,,,,11.157658958000184,,,False,2
throughput_2,8,mrmr,classic_quantile,bic,0.6376376376376376,0.43629847259209187,0.997997997997998,0.09109109109109109,3.0,9.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",11.003856917000121,,,False,
throughput_2,8,mrmr,classic_quantile,aic,0.5475475475475475,0.3898246535260624,0.997997997997998,0.09109109109109109,3.0,9.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",11.29080320900016,,,False,
throughput_2,8,mrmr,kmeans,bic,0.998998998998999,0.4572432995109562,0.998998998998999,0.908908908908909,0.0,9.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",11.20960574999981,,,False,
throughput_2,8,mrmr,kmeans,aic,0.2782782782782783,0.4377381286939304,0.998998998998999,0.908908908908909,0.0,9.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",11.49214970900016,,,False,
throughput_2,8,mrmr,dbscan,bic,0.0,0.04233493959288227,0.5675675675675675,0.0,48.0,8.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",10.845036875000005,,,False,
throughput_2,8,mrmr,dbscan,aic,0.0,0.047005458181238115,0.5675675675675675,0.0,48.0,8.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'throughput_2']",10.856841000000031,,,False,
throughput_2,8,pca,classic_uniform,bic,,,,,,,,0.6562911660000736,,,False,1
throughput_2,8,pca,classic_uniform,aic,,,,,,,,1.794309500000054,,,False,1
throughput_2,8,pca,classic_quantile,bic,0.2682682682682683,0.15488678758298344,0.997997997997998,0.09109109109109109,3.0,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_2']",1.045115874999965,,,False,
throughput_2,8,pca,classic_quantile,aic,0.2652652652652653,0.3002749630095032,0.997997997997998,0.09109109109109109,3.0,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_2']",1.559164500000179,,,False,
throughput_2,8,pca,kmeans,bic,0.6386386386386387,0.31435791865953716,0.998998998998999,0.908908908908909,0.0,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_2']",1.2497632500001146,,,False,
throughput_2,8,pca,kmeans,aic,0.5635635635635635,0.32501413200029855,0.998998998998999,0.908908908908909,0.0,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_2']",1.726799167000081,,,False,
throughput_2,8,pca,dbscan,bic,,,,,,,,0.2666320410000935,,,False,The node throughput_2_t1 is not in the digraph.
throughput_2,8,pca,dbscan,aic,0.002002002002002002,0.019397723571084532,0.5675675675675675,0.0,48.0,7.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'throughput_2']",1.090086041999939,,,False,
throughput_2,12,markov,classic_uniform,bic,,,,,,,,6.234709333999945,,,False,2
throughput_2,12,markov,classic_uniform,aic,,,,,,,,6.321650707999879,,,False,2
throughput_2,12,markov,classic_quantile,bic,0.6386386386386387,0.4571223624313126,0.997997997997998,0.09109109109109109,3.0,13.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'throughput_2']",6.45541045899995,,,False,
throughput_2,12,markov,classic_quantile,aic,0.6376376376376376,0.4925591529046651,0.997997997997998,0.09109109109109109,3.0,13.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'throughput_2']",6.608449374999964,,,False,
throughput_2,12,markov,kmeans,bic,0.998998998998999,0.319767720700145,0.998998998998999,0.908908908908909,0.0,13.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'throughput_2']",6.460998999999902,,,False,
throughput_2,12,markov,kmeans,aic,0.2782782782782783,0.4525052946266679,0.998998998998999,0.908908908908909,0.0,13.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'throughput_2']",6.6858039170001575,,,False,
throughput_2,12,markov,dbscan,bic,0.09009009009009009,0.1775197706574108,0.5675675675675675,0.0,48.0,7.0,"['throughput_3', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'throughput_2']",5.5722072500000195,,,False,
throughput_2,12,markov,dbscan,aic,0.3133133133133133,0.18981440577890327,0.5675675675675675,0.0,48.0,8.0,"['data_quality_3', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'throughput_2']",5.96239700000001,,,False,
throughput_2,12,mrmr,classic_uniform,bic,,,,,,,,24.189580833000036,,,False,2
throughput_2,12,mrmr,classic_uniform,aic,,,,,,,,24.41586995800003,,,False,2
throughput_2,12,mrmr,classic_quantile,bic,0.5475475475475475,0.3895236915222235,0.997997997997998,0.09109109109109109,3.0,13.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.285692457999858,,,False,
throughput_2,12,mrmr,classic_quantile,aic,0.5475475475475475,0.3898246535260624,0.997997997997998,0.09109109109109109,3.0,13.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.685160832999827,,,False,
throughput_2,12,mrmr,kmeans,bic,0.998998998998999,0.39397950491486405,0.998998998998999,0.908908908908909,0.0,13.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.280902083,,,False,
throughput_2,12,mrmr,kmeans,aic,0.998998998998999,0.5412631830357442,0.998998998998999,0.908908908908909,0.0,13.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.577350541999976,,,False,
throughput_2,12,mrmr,dbscan,bic,0.0,0.04230376935373647,0.5675675675675675,0.0,48.0,12.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.019256082999846,,,False,
throughput_2,12,mrmr,dbscan,aic,0.0,0.043958817941900895,0.5675675675675675,0.0,48.0,12.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'throughput_2']",24.0071505840001,,,False,
throughput_2,12,pca,classic_uniform,bic,,,,,,,,1.2341215000001284,,,False,1
throughput_2,12,pca,classic_uniform,aic,,,,,,,,2.55645933400001,,,False,1
throughput_2,12,pca,classic_quantile,bic,0.33733733733733734,0.2508289185983262,0.997997997997998,0.09109109109109109,3.0,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",2.0591386250000596,,,False,
throughput_2,12,pca,classic_quantile,aic,0.13113113113113112,0.18939781827772267,0.997997997997998,0.09109109109109109,3.0,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",3.1881843749999916,,,False,
throughput_2,12,pca,kmeans,bic,0.7037037037037037,0.4292136797718953,0.998998998998999,0.908908908908909,0.0,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",2.2044353750000028,,,False,
throughput_2,12,pca,kmeans,aic,0.5245245245245245,0.27992798507363376,0.998998998998999,0.908908908908909,0.0,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",5.052813459000163,,,False,
throughput_2,12,pca,dbscan,bic,0.0,0.01195770989635687,0.5675675675675675,0.0,48.0,11.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",1.1554146669998318,,,False,
throughput_2,12,pca,dbscan,aic,0.002002002002002002,0.01939772357108453,0.5675675675675675,0.0,48.0,11.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_2']",1.7519561670001167,,,False,
throughput_2,20,markov,classic_uniform,bic,,,,,,,,7.92312250000009,,,False,2
throughput_2,20,markov,classic_uniform,aic,,,,,,,,8.307040124999958,,,False,2
throughput_2,20,markov,classic_quantile,bic,0.6376376376376376,0.44818485234318045,0.997997997997998,0.09109109109109109,3.0,21.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'buffer_size_3', 'python_gc_collections_total_5', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'throughput_2']",8.43361379099997,,,False,
throughput_2,20,markov,classic_quantile,aic,0.6226226226226226,0.3980906692352658,0.997997997997998,0.09109109109109109,3.0,21.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'throughput_2']",9.322075750000067,,,False,
throughput_2,20,markov,kmeans,bic,0.6066066066066066,0.6740247035874669,0.998998998998999,0.908908908908909,0.0,21.0,"['throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'buffer_size_3', 'python_gc_collections_total_5', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'throughput_2']",8.088829750000059,,,False,
throughput_2,20,markov,kmeans,aic,0.998998998998999,0.3320320307263611,0.998998998998999,0.908908908908909,0.0,21.0,"['data_quality_3', 'avg_p_latency_3', 'scrape_duration_seconds_3', 'process_resident_memory_bytes_1', 'throughput_3', 'scrape_duration_seconds_2', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'process_cpu_seconds_total_3', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'process_cpu_seconds_total_1', 'python_gc_collections_total_4', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'throughput_2']",8.541172125000003,,,False,
throughput_2,20,markov,dbscan,bic,0.09009009009009009,0.059066626281046065,0.5675675675675675,0.0,48.0,15.0,"['throughput_3', 'avg_p_latency_2', 'data_quality_1', 'buffer_size_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'buffer_size_3', 'python_gc_collections_total_5', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'throughput_2']",6.5558421250000265,,,False,
throughput_2,20,markov,dbscan,aic,0.33733733733733734,0.20328251370015665,0.5675675675675675,0.0,48.0,14.0,"['data_quality_3', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_1', 'avg_p_latency_2', 'buffer_size_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_6', 'throughput_2']",7.0963582499998665,,,False,
throughput_2,20,mrmr,classic_uniform,bic,,,,,,,,63.83730683299996,,,False,2
throughput_2,20,mrmr,classic_uniform,aic,,,,,,,,63.83337429099993,,,False,2
throughput_2,20,mrmr,classic_quantile,bic,0.5475475475475475,0.37330144222267464,0.997997997997998,0.09109109109109109,3.0,19.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'python_gc_objects_collected_total_8', 'python_gc_objects_collected_total_4', 'python_gc_collections_total_7', 'avg_p_latency_3', 'python_gc_collections_total_8', 'data_quality_3', 'throughput_2']",63.641121916999964,,,False,
throughput_2,20,mrmr,classic_quantile,aic,0.47347347347347346,0.3150596612229023,0.997997997997998,0.09109109109109109,3.0,19.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'scrape_duration_seconds_2', 'throughput_3', 'python_gc_objects_collected_total_1', 'process_resident_memory_bytes_1', 'data_quality_1', 'process_resident_memory_bytes_3', 'avg_p_latency_1', 'avg_p_latency_2', 'python_gc_objects_collected_total_9', 'python_gc_objects_collected_total_8', 'python_gc_objects_collected_total_4', 'python_gc_collections_total_7', 'avg_p_latency_3', 'python_gc_collections_total_8', 'data_quality_3', 'throughput_2']",64.89865254200004,,,False,
