target,K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,error
throughput_1,30,mrmr,dbscan,aic,0.33271719038817005,0.12610852110587895,19.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'data_quality_2', 'buffer_size_3', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'throughput_1']",43.02459203102626,
throughput_1,30,pca,classic_uniform,bic,0.33271719038817005,0.23514702865046477,31.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'throughput_1']",10.996607849025168,
throughput_1,30,pca,classic_uniform,aic,0.32532347504621073,0.24895008324658008,31.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'throughput_1']",16.285351244034246,
throughput_1,30,pca,classic_quantile,bic,0.33271719038817005,0.3339116039349489,24.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'throughput_1']",9.236371941049583,
throughput_1,30,pca,classic_quantile,aic,0.333641404805915,0.25778739416413493,24.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'throughput_1']",23.831364988000132,
throughput_1,30,pca,kmeans,bic,0.32532347504621073,0.32662171312925664,24.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'throughput_1']",8.413773489999585,
throughput_1,30,pca,kmeans,aic,0.06192236598890943,0.23648328285322828,24.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'throughput_1']",12.910797348013148,
throughput_1,30,pca,dbscan,bic,0.0,0.012053640809605212,15.0,"['pca_1', 'pca_2', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'throughput_1']",2.402558460016735,
throughput_1,30,pca,dbscan,aic,0.333641404805915,0.18329639876080864,15.0,"['pca_1', 'pca_2', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'throughput_1']",3.7708950230153278,
throughput_1,50,markov,classic_uniform,bic,0.6654343807763401,0.32804951323192794,25.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",9.759351465036161,
throughput_1,50,markov,classic_uniform,aic,0.0009242144177449168,0.253430609545501,25.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",10.730361874913797,
throughput_1,50,markov,classic_quantile,bic,0.9972273567467652,0.7419738368330177,22.0,"['data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_2', 'throughput_1']",8.057912823045626,
throughput_1,50,markov,classic_quantile,aic,0.6645101663585952,0.5624373003633494,22.0,"['data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_2', 'throughput_1']",8.697616387042217,
throughput_1,50,markov,kmeans,bic,0.6654343807763401,0.40241149088321815,25.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",10.147969934041612,
throughput_1,50,markov,kmeans,aic,0.33271719038817005,0.2273147267438516,25.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'process_cpu_seconds_total_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_1', 'buffer_size_2', 'python_gc_collections_total_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'scrape_duration_seconds_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",10.867699050926603,
throughput_1,50,markov,dbscan,bic,0.33271719038817005,0.3459955084248185,20.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'buffer_size_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",7.585819217027165,
throughput_1,50,markov,dbscan,aic,0.33271719038817005,0.12610852110587897,20.0,"['cores_1', 'data_quality_1', 'data_quality_3', 'data_quality_2', 'throughput_2', 'buffer_size_2', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_3', 'avg_p_latency_1', 'python_gc_objects_collected_total_3', 'buffer_size_3', 'process_resident_memory_bytes_1', 'throughput_3', 'avg_p_latency_2', 'avg_p_latency_3', 'process_virtual_memory_bytes_1', 'cores_3', 'cores_2', 'process_open_fds_1', 'throughput_1']",8.117238131002523,
throughput_1,50,mrmr,classic_uniform,bic,0.6654343807763401,0.32804951323192794,25.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'process_open_fds_1', 'python_gc_collections_total_2', 'throughput_1']",47.6626384339761,
throughput_1,50,mrmr,classic_uniform,aic,0.0009242144177449168,0.253430609545501,25.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'process_open_fds_1', 'python_gc_collections_total_2', 'throughput_1']",46.818970994092524,
throughput_1,50,mrmr,classic_quantile,bic,0.9972273567467652,0.7419738368330175,22.0,"['throughput_2', 'avg_p_latency_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_2', 'throughput_1']",45.007204003981315,
throughput_1,50,mrmr,classic_quantile,aic,0.6645101663585952,0.5624373003633493,22.0,"['throughput_2', 'avg_p_latency_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_2', 'throughput_1']",46.00381456199102,
throughput_1,50,mrmr,kmeans,bic,0.6654343807763401,0.4024114908832181,25.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'process_open_fds_1', 'python_gc_collections_total_2', 'throughput_1']",46.17845088604372,
throughput_1,50,mrmr,kmeans,aic,0.33271719038817005,0.2273147267438516,25.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'scrape_duration_seconds_1', 'data_quality_2', 'buffer_size_3', 'process_cpu_seconds_total_1', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_objects_collected_total_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'python_gc_collections_total_1', 'process_open_fds_1', 'python_gc_collections_total_2', 'throughput_1']",48.11034046905115,
throughput_1,50,mrmr,dbscan,bic,0.33271719038817005,0.3459955084248185,20.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'data_quality_2', 'buffer_size_3', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'process_open_fds_1', 'throughput_1']",44.84780005097855,
throughput_1,50,mrmr,dbscan,aic,0.33271719038817005,0.12610852110587897,20.0,"['throughput_2', 'avg_p_latency_1', 'cores_1', 'throughput_3', 'buffer_size_2', 'data_quality_1', 'data_quality_2', 'buffer_size_3', 'cores_3', 'avg_p_latency_2', 'data_quality_3', 'python_gc_objects_collected_total_3', 'process_virtual_memory_bytes_1', 'cores_2', 'avg_p_latency_3', 'process_resident_memory_bytes_1', 'python_gc_collections_total_3', 'python_gc_objects_collected_total_2', 'process_open_fds_1', 'throughput_1']",45.11338110291399,
throughput_1,50,pca,classic_uniform,bic,0.33271719038817005,0.23893202834646815,35.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'pca_31', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",12.466642151004635,
throughput_1,50,pca,classic_uniform,aic,0.32532347504621073,0.2489329815852459,35.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'pca_31', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",22.906844080076553,
throughput_1,50,pca,classic_quantile,bic,0.333641404805915,0.33422841978273343,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",11.943684687023051,
throughput_1,50,pca,classic_quantile,aic,0.33548983364140483,0.23158603654309293,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",28.540998953045346,
throughput_1,50,pca,kmeans,bic,0.32532347504621073,0.32114449558659774,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",11.00627006299328,
throughput_1,50,pca,kmeans,aic,0.06192236598890943,0.24066566751164176,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_32', 'pca_33', 'pca_34', 'throughput_1']",15.274720720015466,
throughput_1,50,pca,dbscan,bic,0.0,0.012053640809605212,15.0,"['pca_1', 'pca_2', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'throughput_1']",2.824219616013579,
throughput_1,50,pca,dbscan,aic,0.333641404805915,0.18329639876080864,15.0,"['pca_1', 'pca_2', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'throughput_1']",4.494282157975249,
throughput_2,3,markov,classic_uniform,bic,0.36506469500924216,0.35249844059402413,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.6741775890113786,
throughput_2,3,markov,classic_uniform,aic,0.36506469500924216,0.34362049070714973,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.513266070978716,
throughput_2,3,markov,classic_quantile,bic,0.32809611829944546,0.23322562021361132,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.733077335054986,
throughput_2,3,markov,classic_quantile,aic,0.0,0.14396035039188565,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.535095173981972,
throughput_2,3,markov,kmeans,bic,0.9593345656192237,0.8874458564055147,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.6980387980584055,
throughput_2,3,markov,kmeans,aic,0.9593345656192237,0.8979448629426886,4.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'throughput_2']",3.513890202040784,
throughput_2,3,markov,dbscan,bic,,,,,3.497271522996016,The node throughput_2_t1 is not in the digraph.
throughput_2,3,markov,dbscan,aic,0.40388170055452866,0.3435236575699477,3.0,"['buffer_size_2', 'throughput_3', 'throughput_2']",3.9004453140078112,
throughput_2,3,mrmr,classic_uniform,bic,0.3364140480591497,0.37436577139523125,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.08481529308483,
throughput_2,3,mrmr,classic_uniform,aic,0.3364140480591497,0.33471965495995065,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.1983071159338579,
throughput_2,3,mrmr,classic_quantile,bic,0.33271719038817005,0.31099677194417435,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.1001618119189516,
throughput_2,3,mrmr,classic_quantile,aic,0.1987060998151571,0.24542159244780928,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.1465179700171575,
throughput_2,3,mrmr,kmeans,bic,0.8530499075785583,0.7643908030063385,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.0729505809722468,
throughput_2,3,mrmr,kmeans,aic,0.655268022181146,0.7383171381130488,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.0876868180930614,
throughput_2,3,mrmr,dbscan,bic,,,,,0.9045339840231463,The node throughput_2_t1 is not in the digraph.
throughput_2,3,mrmr,dbscan,aic,0.33271719038817005,0.33108288669332425,4.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'throughput_2']",1.5333007380831987,
throughput_2,3,pca,classic_uniform,bic,0.3364140480591497,0.32242168651837855,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.35281483305152506,
throughput_2,3,pca,classic_uniform,aic,0.3364140480591497,0.2539787268581791,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.34272982191760093,
throughput_2,3,pca,classic_quantile,bic,0.0,0.012851889528763543,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.3233607769943774,
throughput_2,3,pca,classic_quantile,aic,0.333641404805915,0.22236475321472368,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.4379681400023401,
throughput_2,3,pca,kmeans,bic,0.655268022181146,0.6458423003314966,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.4106524119852111,
throughput_2,3,pca,kmeans,aic,0.655268022181146,0.4912186499951502,4.0,"['pca_1', 'pca_2', 'pca_3', 'throughput_2']",0.4062793869525194,
throughput_2,3,pca,dbscan,bic,,,,,0.06220068398397416,The node throughput_2_t1 is not in the digraph.
throughput_2,3,pca,dbscan,aic,0.0,0.012626883851649241,3.0,"['pca_1', 'pca_2', 'throughput_2']",0.5485405920771882,
throughput_2,5,markov,classic_uniform,bic,0.0036968576709796672,0.11932624741764347,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.6262488609645516,
throughput_2,5,markov,classic_uniform,aic,0.3364140480591497,0.25038530643252355,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.7751653670566157,
throughput_2,5,markov,classic_quantile,bic,0.33548983364140483,0.24977749884490888,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.70146490202751,
throughput_2,5,markov,classic_quantile,aic,0.5341959334565619,0.5123778030227084,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",4.2583733920473605,
throughput_2,5,markov,kmeans,bic,0.3391866913123845,0.2840210032361917,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.998820625944063,
throughput_2,5,markov,kmeans,aic,0.6598890942698706,0.6301724066015395,6.0,"['buffer_size_2', 'python_gc_objects_collected_total_1', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.8139953969512135,
throughput_2,5,markov,dbscan,bic,0.33271719038817005,0.24071026278814447,5.0,"['buffer_size_2', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.4774358270224184,
throughput_2,5,markov,dbscan,aic,0.4121996303142329,0.27978823349369425,5.0,"['buffer_size_2', 'throughput_3', 'data_quality_1', 'data_quality_3', 'throughput_2']",3.5765273390570655,
throughput_2,5,mrmr,classic_uniform,bic,0.5351201478743068,0.4317833762504566,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.799662980949506,
throughput_2,5,mrmr,classic_uniform,aic,0.3364140480591497,0.3849446532157472,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.732267752988264,
throughput_2,5,mrmr,classic_quantile,bic,0.2024029574861368,0.28307057582341916,5.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'throughput_2']",2.5425410049501806,
throughput_2,5,mrmr,classic_quantile,aic,0.3364140480591497,0.2409168069329358,5.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'throughput_2']",2.7264873349340633,
throughput_2,5,mrmr,kmeans,bic,0.8530499075785583,0.8303787871558492,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.67344227200374,
throughput_2,5,mrmr,kmeans,aic,0.8530499075785583,0.6980971549893844,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.8016299000009894,
throughput_2,5,mrmr,dbscan,bic,0.3345656192236599,0.25553302801213656,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.834215034963563,
throughput_2,5,mrmr,dbscan,aic,0.333641404805915,0.30695400377290516,6.0,"['buffer_size_2', 'buffer_size_3', 'throughput_1', 'avg_p_latency_2', 'cores_3', 'throughput_2']",2.9336024009389803,
throughput_2,5,pca,classic_uniform,bic,0.3364140480591497,0.3069904871830165,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",0.6253311410546303,
throughput_2,5,pca,classic_uniform,aic,0.3364140480591497,0.2582086762906597,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",0.8742389800027013,
throughput_2,5,pca,classic_quantile,bic,0.0,0.022658509824225077,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",0.8379183149663731,
throughput_2,5,pca,classic_quantile,aic,0.0,0.0072332475115974145,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",0.9982944909716025,
throughput_2,5,pca,kmeans,bic,0.655268022181146,0.6463738502588625,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",0.6389501499943435,
throughput_2,5,pca,kmeans,aic,0.655268022181146,0.6500470739635476,6.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'throughput_2']",1.0080958909820765,
throughput_2,5,pca,dbscan,bic,,,,,0.09737099998164922,The node throughput_2_t1 is not in the digraph.
throughput_2,5,pca,dbscan,aic,0.0,0.011856501361672616,4.0,"['pca_1', 'pca_2', 'pca_5', 'throughput_2']",10.252895275014453,
throughput_2,8,markov,classic_uniform,bic,0.0036968576709796672,0.17088467226483164,9.0,"['buffer_size_2', 'cores_1', 'data_quality_1', 'data_quality_3', 'throughput_3', 'python_gc_objects_collected_total_1', 'throughput_1', 'process_cpu_seconds_total_1', 'throughput_2']",4.688405615044758,
throughput_2,8,markov,classic_uniform,aic,0.33086876155268025,0.2556529516076943,9.0,"['buffer_size_2', 'cores_1', 'data_quality_1', 'data_quality_3', 'throughput_3', 'python_gc_objects_collected_total_1', 'throughput_1', 'process_cpu_seconds_total_1', 'throughput_2']",4.519620946026407,
throughput_2,8,markov,classic_quantile,bic,0.0027726432532347504,0.23719439719364357,8.0,"['buffer_size_2', 'data_quality_1', 'data_quality_3', 'throughput_3', 'python_gc_objects_collected_total_1', 'throughput_1', 'process_cpu_seconds_total_1', 'throughput_2']",4.611992469988763,
