metric,labels,timestamp,value
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:29:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:27:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:23Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:38Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:28:53Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/shm;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:29:08Z","0"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:08Z","26532413440"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:23Z","26532745216"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:38Z","26533060608"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:22:53Z","26533380096"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:08Z","26533687296"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:23Z","26534027264"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:38Z","26534354944"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:23:53Z","26534674432"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:08Z","26534998016"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:23Z","26535301120"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:38Z","26535608320"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:24:53Z","26535952384"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:08Z","26536259584"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:23Z","26536574976"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:38Z","26536914944"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:25:53Z","26537242624"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:08Z","26537533440"
"container_fs_usage_bytes","__name__=container_fs_usage_bytes;device=/dev/vda1;id=/;instance=cadvisor:8080;job=iot_service","2025-11-03T15:26:23Z","26537840640"
