metric,labels,timestamp,value
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:22:08Z","7771.900994460163"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:22:23Z","4514.120402259266"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:22:38Z","4492.536546074617"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:22:53Z","6206.060606060606"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:23:08Z","11373.406447556843"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:23:23Z","13521.851427398527"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:23:38Z","13393.33152615885"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:23:53Z","8901.347708894878"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:24:08Z","6601.90393042427"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:24:23Z","8290.780755324116"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:24:38Z","10571.059882119067"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:24:53Z","5954.049820805855"
"container_blkio_device_usage_total","device=/dev/vda;id=/;instance=cadvisor:8080;job=iot_service;major=254;minor=0;operation=Read","2025-11-03T15:25:08Z","4778.926755695207"
