target,K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,model_pkl_path,edges_csv_path,error
throughput_1,8,markov,classic_quantile,aic,0.7925792579257925,0.608798350662844,9.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'throughput_1']",26.17846958299998,,,
throughput_1,8,markov,kmeans,bic,0.8778877887788779,0.8614132356722719,9.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'throughput_1']",24.057080332999988,,,
throughput_1,8,markov,kmeans,aic,0.7821782178217822,0.7227986019355144,9.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'throughput_1']",24.97987145799999,,,
throughput_1,8,markov,dbscan,bic,0.41574157415741575,0.3466748921011643,7.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'throughput_1']",28.589505791999954,,,
throughput_1,8,markov,dbscan,aic,0.41784178417841783,0.34899722471191186,7.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'throughput_1']",29.478365583000027,,,
throughput_1,8,mrmr,classic_uniform,bic,0.94999499949995,0.9357113330436362,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",130.48946920800006,,,
throughput_1,8,mrmr,classic_uniform,aic,0.95009500950095,0.9362104662741875,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",129.68692216700003,,,
throughput_1,8,mrmr,classic_quantile,bic,0.8460846084608461,0.7770936863086423,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",126.20312420799996,,,
throughput_1,8,mrmr,classic_quantile,aic,0.8460846084608461,0.6983320966284834,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",127.63161237500003,,,
throughput_1,8,mrmr,kmeans,bic,0.907990799079908,0.8667680531240917,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",125.895343292,,,
throughput_1,8,mrmr,kmeans,aic,0.907990799079908,0.8367599169403639,7.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'throughput_1']",127.6171851250001,,,
