variable,variable_state,prob,container_cpu_system_seconds_total,container_cpu_cfs_throttled_periods_total,container_fs_inodes_free,container_last_seen,container_spec_cpu_quota,data_quality,container_cpu_usage_seconds_total,container_memory_rss,container_fs_reads_bytes_total,container_memory_mapped_file,container_memory_usage_bytes,cores,python_gc_collections_total
container_memory_failures_total,4,0.9615384615384616,,,,,,,,,4.0,,,,
container_last_seen,0,0.9959798994974877,,,,,100000.0,0.0,,,,,,,
container_last_seen,1,0.001005025125628141,,,,,100000.0,0.0,,,,,,,
container_last_seen,2,0.001005025125628141,,,,,100000.0,0.0,,,,,,,
container_last_seen,3,0.001005025125628141,,,,,100000.0,0.0,,,,,,,
container_last_seen,4,0.001005025125628141,,,,,100000.0,0.0,,,,,,,
container_last_seen,0,0.9924528301886789,,,,,100000.0,1.0,,,,,,,
container_last_seen,1,0.0018867924528301878,,,,,100000.0,1.0,,,,,,,
container_last_seen,2,0.0018867924528301878,,,,,100000.0,1.0,,,,,,,
container_last_seen,3,0.0018867924528301878,,,,,100000.0,1.0,,,,,,,
container_last_seen,4,0.0018867924528301878,,,,,100000.0,1.0,,,,,,,
container_last_seen,0,0.6952830188679243,,,,,100000.0,2.0,,,,,,,
container_last_seen,1,0.29905660377358484,,,,,100000.0,2.0,,,,,,,
container_last_seen,2,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_last_seen,3,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_last_seen,4,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_last_seen,0,0.0018867924528301878,,,,,100000.0,3.0,,,,,,,
container_last_seen,1,0.9924528301886789,,,,,100000.0,3.0,,,,,,,
container_last_seen,2,0.0018867924528301878,,,,,100000.0,3.0,,,,,,,
container_last_seen,3,0.0018867924528301878,,,,,100000.0,3.0,,,,,,,
container_last_seen,4,0.0018867924528301878,,,,,100000.0,3.0,,,,,,,
container_last_seen,0,0.0019138755980861234,,,,,100000.0,4.0,,,,,,,
container_last_seen,1,0.9923444976076551,,,,,100000.0,4.0,,,,,,,
container_last_seen,2,0.0019138755980861234,,,,,100000.0,4.0,,,,,,,
container_last_seen,3,0.0019138755980861234,,,,,100000.0,4.0,,,,,,,
container_last_seen,4,0.0019138755980861234,,,,,100000.0,4.0,,,,,,,
container_last_seen,0,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_last_seen,1,0.6336492890995261,,,,,200000.0,0.0,,,,,,,
container_last_seen,2,0.36350710900473937,,,,,200000.0,0.0,,,,,,,
container_last_seen,3,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_last_seen,4,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_last_seen,0,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_last_seen,1,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_last_seen,2,0.992452830188679,,,,,200000.0,1.0,,,,,,,
container_last_seen,3,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_last_seen,4,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_last_seen,0,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_last_seen,1,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_last_seen,2,0.992452830188679,,,,,200000.0,2.0,,,,,,,
container_last_seen,3,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_last_seen,4,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_last_seen,0,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_last_seen,1,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_last_seen,2,0.8367924528301887,,,,,200000.0,3.0,,,,,,,
container_last_seen,3,0.15754716981132075,,,,,200000.0,3.0,,,,,,,
container_last_seen,4,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_last_seen,0,0.001886792452830188,,,,,200000.0,4.0,,,,,,,
container_last_seen,1,0.0160377358490566,,,,,200000.0,4.0,,,,,,,
container_last_seen,2,0.001886792452830188,,,,,200000.0,4.0,,,,,,,
container_last_seen,3,0.9783018867924527,,,,,200000.0,4.0,,,,,,,
container_last_seen,4,0.001886792452830188,,,,,200000.0,4.0,,,,,,,
container_last_seen,0,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_last_seen,1,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_last_seen,2,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_last_seen,3,0.9962085308056872,,,,,300000.0,0.0,,,,,,,
container_last_seen,4,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_last_seen,0,0.001886792452830189,,,,,300000.0,1.0,,,,,,,
container_last_seen,1,0.001886792452830189,,,,,300000.0,1.0,,,,,,,
container_last_seen,2,0.001886792452830189,,,,,300000.0,1.0,,,,,,,
container_last_seen,3,0.4122641509433963,,,,,300000.0,1.0,,,,,,,
container_last_seen,4,0.5820754716981132,,,,,300000.0,1.0,,,,,,,
container_last_seen,0,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_last_seen,1,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_last_seen,2,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_last_seen,3,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_last_seen,4,0.9924528301886792,,,,,300000.0,2.0,,,,,,,
container_last_seen,0,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_last_seen,1,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_last_seen,2,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_last_seen,3,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_last_seen,4,0.9924528301886792,,,,,300000.0,3.0,,,,,,,
container_last_seen,0,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_last_seen,1,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_last_seen,2,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_last_seen,3,0.016037735849056604,,,,,300000.0,4.0,,,,,,,
container_last_seen,4,0.9783018867924529,,,,,300000.0,4.0,,,,,,,
container_fs_usage_bytes,0,0.9699604743083003,,,,0.0,,,,,,,,,
container_fs_usage_bytes,1,0.025296442687747035,,,,0.0,,,,,,,,,
container_fs_usage_bytes,2,0.0015810276679841897,,,,0.0,,,,,,,,,
container_fs_usage_bytes,3,0.0015810276679841897,,,,0.0,,,,,,,,,
container_fs_usage_bytes,4,0.0015810276679841897,,,,0.0,,,,,,,,,
container_fs_usage_bytes,0,0.0015873015873015873,,,,1.0,,,,,,,,,
container_fs_usage_bytes,1,0.9738095238095237,,,,1.0,,,,,,,,,
container_fs_usage_bytes,2,0.02142857142857143,,,,1.0,,,,,,,,,
container_fs_usage_bytes,3,0.0015873015873015873,,,,1.0,,,,,,,,,
container_fs_usage_bytes,4,0.0015873015873015873,,,,1.0,,,,,,,,,
container_fs_usage_bytes,0,0.0015873015873015873,,,,2.0,,,,,,,,,
container_fs_usage_bytes,1,0.0015873015873015873,,,,2.0,,,,,,,,,
container_fs_usage_bytes,2,0.9817460317460317,,,,2.0,,,,,,,,,
container_fs_usage_bytes,3,0.013492063492063491,,,,2.0,,,,,,,,,
container_fs_usage_bytes,4,0.0015873015873015873,,,,2.0,,,,,,,,,
container_fs_usage_bytes,0,0.0015873015873015873,,,,3.0,,,,,,,,,
container_fs_usage_bytes,1,0.0015873015873015873,,,,3.0,,,,,,,,,
container_fs_usage_bytes,2,0.0015873015873015873,,,,3.0,,,,,,,,,
container_fs_usage_bytes,3,0.9817460317460318,,,,3.0,,,,,,,,,
container_fs_usage_bytes,4,0.013492063492063491,,,,3.0,,,,,,,,,
container_fs_usage_bytes,0,0.0015873015873015873,,,,4.0,,,,,,,,,
container_fs_usage_bytes,1,0.0015873015873015873,,,,4.0,,,,,,,,,
container_fs_usage_bytes,2,0.0015873015873015873,,,,4.0,,,,,,,,,
container_fs_usage_bytes,3,0.0015873015873015873,,,,4.0,,,,,,,,,
container_fs_usage_bytes,4,0.9936507936507937,,,,4.0,,,,,,,,,
container_memory_mapped_file,0,0.031155778894472366,,,,,100000.0,0.0,,,,,,,
container_memory_mapped_file,1,0.32512562814070356,,,,,100000.0,0.0,,,,,,,
container_memory_mapped_file,2,0.6417085427135679,,,,,100000.0,0.0,,,,,,,
container_memory_mapped_file,3,0.0010050251256281408,,,,,100000.0,0.0,,,,,,,
container_memory_mapped_file,4,0.0010050251256281408,,,,,100000.0,0.0,,,,,,,
container_memory_mapped_file,0,0.001886792452830188,,,,,100000.0,1.0,,,,,,,
container_memory_mapped_file,1,0.001886792452830188,,,,,100000.0,1.0,,,,,,,
container_memory_mapped_file,2,0.992452830188679,,,,,100000.0,1.0,,,,,,,
container_memory_mapped_file,3,0.001886792452830188,,,,,100000.0,1.0,,,,,,,
container_memory_mapped_file,4,0.001886792452830188,,,,,100000.0,1.0,,,,,,,
container_memory_mapped_file,0,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_memory_mapped_file,1,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_memory_mapped_file,2,0.992452830188679,,,,,100000.0,2.0,,,,,,,
container_memory_mapped_file,3,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_memory_mapped_file,4,0.001886792452830188,,,,,100000.0,2.0,,,,,,,
container_memory_mapped_file,0,0.001886792452830188,,,,,100000.0,3.0,,,,,,,
container_memory_mapped_file,1,0.001886792452830188,,,,,100000.0,3.0,,,,,,,
container_memory_mapped_file,2,0.992452830188679,,,,,100000.0,3.0,,,,,,,
container_memory_mapped_file,3,0.001886792452830188,,,,,100000.0,3.0,,,,,,,
container_memory_mapped_file,4,0.001886792452830188,,,,,100000.0,3.0,,,,,,,
container_memory_mapped_file,0,0.0019138755980861242,,,,,100000.0,4.0,,,,,,,
container_memory_mapped_file,1,0.0019138755980861242,,,,,100000.0,4.0,,,,,,,
container_memory_mapped_file,2,0.9062200956937798,,,,,100000.0,4.0,,,,,,,
container_memory_mapped_file,3,0.08803827751196172,,,,,100000.0,4.0,,,,,,,
container_memory_mapped_file,4,0.0019138755980861242,,,,,100000.0,4.0,,,,,,,
container_memory_mapped_file,0,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_memory_mapped_file,1,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_memory_mapped_file,2,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_memory_mapped_file,3,0.9962085308056872,,,,,200000.0,0.0,,,,,,,
container_memory_mapped_file,4,0.0009478672985781991,,,,,200000.0,0.0,,,,,,,
container_memory_mapped_file,0,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_memory_mapped_file,1,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_memory_mapped_file,2,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_memory_mapped_file,3,0.992452830188679,,,,,200000.0,1.0,,,,,,,
container_memory_mapped_file,4,0.001886792452830188,,,,,200000.0,1.0,,,,,,,
container_memory_mapped_file,0,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_memory_mapped_file,1,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_memory_mapped_file,2,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_memory_mapped_file,3,0.992452830188679,,,,,200000.0,2.0,,,,,,,
container_memory_mapped_file,4,0.001886792452830188,,,,,200000.0,2.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,200000.0,3.0,,,,,,,
container_memory_mapped_file,3,0.04433962264150943,,,,,200000.0,3.0,,,,,,,
container_memory_mapped_file,4,0.9500000000000001,,,,,200000.0,3.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,200000.0,4.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,200000.0,4.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,200000.0,4.0,,,,,,,
container_memory_mapped_file,3,0.016037735849056604,,,,,200000.0,4.0,,,,,,,
container_memory_mapped_file,4,0.9783018867924529,,,,,200000.0,4.0,,,,,,,
container_memory_mapped_file,0,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_memory_mapped_file,1,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_memory_mapped_file,2,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_memory_mapped_file,3,0.0009478672985781991,,,,,300000.0,0.0,,,,,,,
container_memory_mapped_file,4,0.9962085308056872,,,,,300000.0,0.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,300000.0,1.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,300000.0,1.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,300000.0,1.0,,,,,,,
container_memory_mapped_file,3,0.0018867924528301885,,,,,300000.0,1.0,,,,,,,
container_memory_mapped_file,4,0.9924528301886792,,,,,300000.0,1.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_memory_mapped_file,3,0.0018867924528301885,,,,,300000.0,2.0,,,,,,,
container_memory_mapped_file,4,0.9924528301886792,,,,,300000.0,2.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_memory_mapped_file,3,0.0018867924528301885,,,,,300000.0,3.0,,,,,,,
container_memory_mapped_file,4,0.9924528301886792,,,,,300000.0,3.0,,,,,,,
container_memory_mapped_file,0,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_memory_mapped_file,1,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_memory_mapped_file,2,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_memory_mapped_file,3,0.0018867924528301885,,,,,300000.0,4.0,,,,,,,
container_memory_mapped_file,4,0.9924528301886792,,,,,300000.0,4.0,,,,,,,
container_memory_usage_bytes,0,0.7333333333333332,,,,,,,,,,0.0,,,
container_memory_usage_bytes,1,0.06666666666666665,,,,,,,,,,0.0,,,
container_memory_usage_bytes,2,0.06666666666666665,,,,,,,,,,0.0,,,
container_memory_usage_bytes,3,0.06666666666666665,,,,,,,,,,0.0,,,
container_memory_usage_bytes,4,0.06666666666666665,,,,,,,,,,0.0,,,
container_memory_usage_bytes,0,0.05333333333333334,,,,,,,,,,1.0,,,
container_memory_usage_bytes,1,0.8533333333333334,,,,,,,,,,1.0,,,
container_memory_usage_bytes,2,0.07555555555555557,,,,,,,,,,1.0,,,
container_memory_usage_bytes,3,0.00888888888888889,,,,,,,,,,1.0,,,
container_memory_usage_bytes,4,0.00888888888888889,,,,,,,,,,1.0,,,
container_memory_usage_bytes,0,0.0011111111111111113,,,,,,,,,,2.0,,,
container_memory_usage_bytes,1,0.0011111111111111113,,,,,,,,,,2.0,,,
container_memory_usage_bytes,2,0.1038888888888889,,,,,,,,,,2.0,,,
container_memory_usage_bytes,3,0.8594444444444446,,,,,,,,,,2.0,,,
container_memory_usage_bytes,4,0.03444444444444445,,,,,,,,,,2.0,,,
container_memory_usage_bytes,0,0.0013698630136986301,,,,,,,,,,3.0,,,
container_memory_usage_bytes,1,0.0013698630136986301,,,,,,,,,,3.0,,,
container_memory_usage_bytes,2,0.0013698630136986301,,,,,,,,,,3.0,,,
container_memory_usage_bytes,3,0.24794520547945206,,,,,,,,,,3.0,,,
container_memory_usage_bytes,4,0.7479452054794521,,,,,,,,,,3.0,,,
container_memory_usage_bytes,0,0.0007168458781362007,,,,,,,,,,4.0,,,
container_memory_usage_bytes,1,0.0007168458781362007,,,,,,,,,,4.0,,,
container_memory_usage_bytes,2,0.0007168458781362007,,,,,,,,,,4.0,,,
container_memory_usage_bytes,3,0.0007168458781362007,,,,,,,,,,4.0,,,
container_memory_usage_bytes,4,0.9971326164874551,,,,,,,,,,4.0,,,
container_memory_rss,0,0.7999999999999998,,,,,,,,,,,0.0,,
container_memory_rss,1,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_rss,2,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_rss,3,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_rss,4,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_rss,0,0.23500000000000004,,,,,,,,,,,1.0,,
container_memory_rss,1,0.7350000000000001,,,,,,,,,,,1.0,,
container_memory_rss,2,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_rss,3,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_rss,4,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_rss,0,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_rss,1,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_rss,2,0.46190476190476193,,,,,,,,,,,2.0,,
container_memory_rss,3,0.5095238095238096,,,,,,,,,,,2.0,,
container_memory_rss,4,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_rss,0,0.0010443864229765013,,,,,,,,,,,3.0,,
container_memory_rss,1,0.0010443864229765013,,,,,,,,,,,3.0,,
container_memory_rss,2,0.0010443864229765013,,,,,,,,,,,3.0,,
container_memory_rss,3,0.3587467362924282,,,,,,,,,,,3.0,,
container_memory_rss,4,0.6381201044386423,,,,,,,,,,,3.0,,
container_memory_rss,0,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_rss,1,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_rss,2,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_rss,3,0.1870558375634518,,,,,,,,,,,4.0,,
container_memory_rss,4,0.8114213197969543,,,,,,,,,,,4.0,,
container_memory_working_set_bytes,0,0.7999999999999998,,,,,,,,,,,0.0,,
container_memory_working_set_bytes,1,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_working_set_bytes,2,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_working_set_bytes,3,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_working_set_bytes,4,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_working_set_bytes,0,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_working_set_bytes,1,0.9600000000000002,,,,,,,,,,,1.0,,
container_memory_working_set_bytes,2,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_working_set_bytes,3,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_working_set_bytes,4,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_working_set_bytes,0,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_working_set_bytes,1,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_working_set_bytes,2,0.961904761904762,,,,,,,,,,,2.0,,
container_memory_working_set_bytes,3,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_working_set_bytes,4,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_working_set_bytes,0,0.0010443864229765015,,,,,,,,,,,3.0,,
container_memory_working_set_bytes,1,0.0010443864229765015,,,,,,,,,,,3.0,,
container_memory_working_set_bytes,2,0.0010443864229765015,,,,,,,,,,,3.0,,
container_memory_working_set_bytes,3,0.9958224543080941,,,,,,,,,,,3.0,,
container_memory_working_set_bytes,4,0.0010443864229765015,,,,,,,,,,,3.0,,
container_memory_working_set_bytes,0,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_working_set_bytes,1,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_working_set_bytes,2,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_working_set_bytes,3,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_working_set_bytes,4,0.9979695431472081,,,,,,,,,,,4.0,,
container_memory_max_usage_bytes,0,0.7999999999999998,,,,,,,,,,,0.0,,
container_memory_max_usage_bytes,1,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_max_usage_bytes,2,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_max_usage_bytes,3,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_max_usage_bytes,4,0.04999999999999999,,,,,,,,,,,0.0,,
container_memory_max_usage_bytes,0,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_max_usage_bytes,1,0.9600000000000002,,,,,,,,,,,1.0,,
container_memory_max_usage_bytes,2,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_max_usage_bytes,3,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_max_usage_bytes,4,0.010000000000000002,,,,,,,,,,,1.0,,
container_memory_max_usage_bytes,0,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_max_usage_bytes,1,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_max_usage_bytes,2,0.961904761904762,,,,,,,,,,,2.0,,
container_memory_max_usage_bytes,3,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_max_usage_bytes,4,0.009523809523809526,,,,,,,,,,,2.0,,
container_memory_max_usage_bytes,0,0.0010443864229765013,,,,,,,,,,,3.0,,
container_memory_max_usage_bytes,1,0.0010443864229765013,,,,,,,,,,,3.0,,
container_memory_max_usage_bytes,2,0.0036553524804177544,,,,,,,,,,,3.0,,
container_memory_max_usage_bytes,3,0.6511749347258485,,,,,,,,,,,3.0,,
container_memory_max_usage_bytes,4,0.3430809399477807,,,,,,,,,,,3.0,,
container_memory_max_usage_bytes,0,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_max_usage_bytes,1,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_max_usage_bytes,2,0.0005076142131979696,,,,,,,,,,,4.0,,
container_memory_max_usage_bytes,3,0.003045685279187817,,,,,,,,,,,4.0,,
container_memory_max_usage_bytes,4,0.9954314720812183,,,,,,,,,,,4.0,,
container_spec_cpu_quota,100000,0.9922418405564474,,,,,,,,,,,,1.0,
container_spec_cpu_quota,200000,0.005082932049224185,,,,,,,,,,,,1.0,
container_spec_cpu_quota,300000,0.0026752273943285187,,,,,,,,,,,,1.0,
container_spec_cpu_quota,100000,0.002624671916010499,,,,,,,,,,,,2.0,
container_spec_cpu_quota,200000,0.9923884514435697,,,,,,,,,,,,2.0,
container_spec_cpu_quota,300000,0.004986876640419948,,,,,,,,,,,,2.0,
container_spec_cpu_quota,100000,0.0026308866087871616,,,,,,,,,,,,3.0,
container_spec_cpu_quota,200000,0.0026308866087871616,,,,,,,,,,,,3.0,
container_spec_cpu_quota,300000,0.9947382267824256,,,,,,,,,,,,3.0,
cores,1,0.32936822627544277,,,,,,,,,,,,,
cores,2,0.33571239756806764,,,,,,,,,,,,,
cores,3,0.33491937615648953,,,,,,,,,,,,,
throughput,0,0.0010050251256281408,,,,,,0.0,,,,,,1.0,
throughput,1,0.008542713567839196,,,,,,0.0,,,,,,1.0,
throughput,2,0.46080402010050253,,,,,,0.0,,,,,,1.0,
throughput,3,0.061306532663316586,,,,,,0.0,,,,,,1.0,
throughput,4,0.4683417085427136,,,,,,0.0,,,,,,1.0,
throughput,0,0.0018867924528301878,,,,,,1.0,,,,,,1.0,
throughput,1,0.9783018867924524,,,,,,1.0,,,,,,1.0,
throughput,2,0.016037735849056597,,,,,,1.0,,,,,,1.0,
throughput,3,0.0018867924528301878,,,,,,1.0,,,,,,1.0,
throughput,4,0.0018867924528301878,,,,,,1.0,,,,,,1.0,
throughput,0,0.8509433962264149,,,,,,2.0,,,,,,1.0,
throughput,1,0.1433962264150943,,,,,,2.0,,,,,,1.0,
throughput,2,0.001886792452830188,,,,,,2.0,,,,,,1.0,
throughput,3,0.001886792452830188,,,,,,2.0,,,,,,1.0,
throughput,4,0.001886792452830188,,,,,,2.0,,,,,,1.0,
throughput,0,0.9924528301886789,,,,,,3.0,,,,,,1.0,
throughput,1,0.0018867924528301878,,,,,,3.0,,,,,,1.0,
throughput,2,0.0018867924528301878,,,,,,3.0,,,,,,1.0,
throughput,3,0.0018867924528301878,,,,,,3.0,,,,,,1.0,
throughput,4,0.0018867924528301878,,,,,,3.0,,,,,,1.0,
throughput,0,0.9924528301886789,,,,,,4.0,,,,,,1.0,
throughput,1,0.0018867924528301878,,,,,,4.0,,,,,,1.0,
throughput,2,0.0018867924528301878,,,,,,4.0,,,,,,1.0,
throughput,3,0.0018867924528301878,,,,,,4.0,,,,,,1.0,
throughput,4,0.0018867924528301878,,,,,,4.0,,,,,,1.0,
throughput,0,0.0009478672985781991,,,,,,0.0,,,,,,2.0,
throughput,1,0.0009478672985781991,,,,,,0.0,,,,,,2.0,
throughput,2,0.0009478672985781991,,,,,,0.0,,,,,,2.0,
throughput,3,0.0009478672985781991,,,,,,0.0,,,,,,2.0,
throughput,4,0.9962085308056872,,,,,,0.0,,,,,,2.0,
throughput,0,0.0018867924528301885,,,,,,1.0,,,,,,2.0,
throughput,1,0.0018867924528301885,,,,,,1.0,,,,,,2.0,
throughput,2,0.0018867924528301885,,,,,,1.0,,,,,,2.0,
throughput,3,0.0018867924528301885,,,,,,1.0,,,,,,2.0,
throughput,4,0.9924528301886792,,,,,,1.0,,,,,,2.0,
throughput,0,0.001886792452830188,,,,,,2.0,,,,,,2.0,
throughput,1,0.001886792452830188,,,,,,2.0,,,,,,2.0,
throughput,2,0.9075471698113206,,,,,,2.0,,,,,,2.0,
throughput,3,0.07264150943396225,,,,,,2.0,,,,,,2.0,
throughput,4,0.0160377358490566,,,,,,2.0,,,,,,2.0,
throughput,0,0.0018867924528301878,,,,,,3.0,,,,,,2.0,
throughput,1,0.9499999999999996,,,,,,3.0,,,,,,2.0,
throughput,2,0.04433962264150941,,,,,,3.0,,,,,,2.0,
throughput,3,0.0018867924528301878,,,,,,3.0,,,,,,2.0,
throughput,4,0.0018867924528301878,,,,,,3.0,,,,,,2.0,
throughput,0,0.030188679245283005,,,,,,4.0,,,,,,2.0,
throughput,1,0.9641509433962261,,,,,,4.0,,,,,,2.0,
throughput,2,0.0018867924528301878,,,,,,4.0,,,,,,2.0,
throughput,3,0.0018867924528301878,,,,,,4.0,,,,,,2.0,
throughput,4,0.0018867924528301878,,,,,,4.0,,,,,,2.0,
throughput,0,0.0009478672985781991,,,,,,0.0,,,,,,3.0,
throughput,1,0.0009478672985781991,,,,,,0.0,,,,,,3.0,
throughput,2,0.0009478672985781991,,,,,,0.0,,,,,,3.0,
throughput,3,0.0009478672985781991,,,,,,0.0,,,,,,3.0,
throughput,4,0.9962085308056872,,,,,,0.0,,,,,,3.0,
throughput,0,0.0018867924528301885,,,,,,1.0,,,,,,3.0,
throughput,1,0.0018867924528301885,,,,,,1.0,,,,,,3.0,
throughput,2,0.0018867924528301885,,,,,,1.0,,,,,,3.0,
throughput,3,0.0018867924528301885,,,,,,1.0,,,,,,3.0,
throughput,4,0.9924528301886792,,,,,,1.0,,,,,,3.0,
throughput,0,0.0018867924528301885,,,,,,2.0,,,,,,3.0,
throughput,1,0.0018867924528301885,,,,,,2.0,,,,,,3.0,
throughput,2,0.0018867924528301885,,,,,,2.0,,,,,,3.0,
throughput,3,0.016037735849056604,,,,,,2.0,,,,,,3.0,
throughput,4,0.9783018867924529,,,,,,2.0,,,,,,3.0,
throughput,0,0.001886792452830188,,,,,,3.0,,,,,,3.0,
throughput,1,0.001886792452830188,,,,,,3.0,,,,,,3.0,
throughput,2,0.03018867924528301,,,,,,3.0,,,,,,3.0,
throughput,3,0.9641509433962262,,,,,,3.0,,,,,,3.0,
