K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,error
15,mrmr,classic_uniform,aic,0.44,0.3693904680939661,13.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'throughput']",9.318553000000009,
15,mrmr,classic_quantile,bic,0.732,0.5827848352822939,13.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'throughput']",9.100692417000005,
15,mrmr,classic_quantile,aic,0.696,0.6739186749668136,13.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'throughput']",9.513202750000005,
15,mrmr,kmeans,bic,0.44,0.36809752068728985,13.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'throughput']",9.173977584,
15,mrmr,kmeans,aic,0.44,0.36809752068728985,13.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'throughput']",9.349412665999978,
15,mrmr,dbscan,bic,0.0,0.029459059610466267,8.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'throughput']",8.653554291999967,
15,mrmr,dbscan,aic,0.0,0.03041988228030668,8.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'throughput']",8.778129124999964,
15,pca,classic_uniform,bic,0.728,0.4762329871915465,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",1.263832291999961,
15,pca,classic_uniform,aic,0.548,0.37851567248475415,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",1.8010560000000169,
15,pca,classic_quantile,bic,0.32,0.4119249157100764,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",1.463476083000046,
15,pca,classic_quantile,aic,0.3,0.34853051131228463,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",2.870003792000034,
15,pca,kmeans,bic,0.456,0.40326896559782005,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",1.3200615839999728,
15,pca,kmeans,aic,0.336,0.3867028954221741,16.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'throughput']",1.8778556670000626,
15,pca,dbscan,bic,,,,,0.0647406250000131,The node throughput_t1 is not in the digraph.
15,pca,dbscan,aic,0.42,0.16234126874913998,3.0,"['pca_11', 'pca_12', 'throughput']",0.18167625000000953,
20,markov,classic_uniform,bic,0.44,0.38796166337019594,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",9.388264959000026,
20,markov,classic_uniform,aic,0.44,0.3832334270752016,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",10.117876832999968,
20,markov,classic_quantile,bic,0.84,0.6653287530119062,20.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'throughput']",9.348367415999974,
20,markov,classic_quantile,aic,0.708,0.5672166896440071,20.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'throughput']",10.108216707999986,
20,markov,kmeans,bic,0.44,0.398769245789193,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",9.470249792000004,
20,markov,kmeans,aic,0.44,0.398769245789193,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",9.834515291999992,
20,markov,dbscan,bic,0.0,0.029459059610466264,11.0,"['cores', 'data_quality', 'container_memory_cache', 'avg_p_latency', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'container_fs_reads_bytes_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",7.937620790999972,
20,markov,dbscan,aic,0.0,0.03041988228030668,11.0,"['cores', 'data_quality', 'container_memory_cache', 'avg_p_latency', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'container_fs_reads_bytes_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",7.9936404999999695,
20,mrmr,classic_uniform,bic,0.44,0.3682690091478155,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",15.186608041999989,
20,mrmr,classic_uniform,aic,0.44,0.3690750235004958,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",15.707413167000027,
20,mrmr,classic_quantile,bic,0.732,0.582784835282294,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",15.371024375000047,
20,mrmr,classic_quantile,aic,0.708,0.5672154384509314,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",16.164846458000056,
20,mrmr,kmeans,bic,0.44,0.36809752068728985,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",15.44774345899998,
20,mrmr,kmeans,aic,0.44,0.3680975206872899,16.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'throughput']",15.825689083000043,
20,mrmr,dbscan,bic,0.0,0.029459059610466267,8.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'throughput']",14.545001542000023,
20,mrmr,dbscan,aic,0.0,0.03041988228030668,8.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'throughput']",14.507005833000107,
20,pca,classic_uniform,bic,0.452,0.4188756352958504,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",2.029967000000056,
20,pca,classic_uniform,aic,0.724,0.538333015950164,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",3.0528232920000846,
20,pca,classic_quantile,bic,0.308,0.4401325245867014,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",2.497051250000027,
20,pca,classic_quantile,aic,0.78,0.4412184291350218,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",4.211119290999932,
20,pca,kmeans,bic,0.132,0.21957616390112047,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",2.391648250000003,
20,pca,kmeans,aic,0.388,0.3582073474103134,21.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'throughput']",3.3472301670000206,
20,pca,dbscan,bic,,,,,0.07463833299993894,The node throughput_t1 is not in the digraph.
20,pca,dbscan,aic,0.42,0.16234126874913998,3.0,"['pca_11', 'pca_12', 'throughput']",0.19413416700001562,
30,markov,classic_uniform,bic,0.44,0.38796166337019594,22.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'python_gc_collections_total', 'throughput']",9.494454791999942,
30,markov,classic_uniform,aic,0.44,0.389999263647719,22.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'python_gc_collections_total', 'throughput']",10.260339958999907,
30,markov,classic_quantile,bic,0.84,0.6653287530119062,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'python_gc_collections_total', 'throughput']",9.490350083999942,
30,markov,classic_quantile,aic,0.708,0.5672166896440071,21.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'python_gc_collections_total', 'throughput']",10.490032417000066,
30,markov,kmeans,bic,0.44,0.398769245789193,22.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'python_gc_collections_total', 'throughput']",9.694341834000056,
30,markov,kmeans,aic,0.44,0.398769245789193,22.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'python_gc_collections_total', 'throughput']",10.217315041999996,
30,markov,dbscan,bic,0.0,0.029459059610466264,11.0,"['cores', 'data_quality', 'container_memory_cache', 'avg_p_latency', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'container_fs_reads_bytes_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",8.42476654099994,
30,markov,dbscan,aic,0.0,0.03041988228030668,11.0,"['cores', 'data_quality', 'container_memory_cache', 'avg_p_latency', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'container_fs_reads_bytes_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",8.673266416000047,
30,mrmr,classic_uniform,bic,0.44,0.38796166337019594,21.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'container_memory_failures_total', 'throughput']",31.263524500000017,
30,mrmr,classic_uniform,aic,0.44,0.3832334270752016,21.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'container_memory_failures_total', 'throughput']",31.479514583999958,
30,mrmr,classic_quantile,bic,0.84,0.6653287530119062,20.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'throughput']",30.133318292000013,
30,mrmr,classic_quantile,aic,0.708,0.5672166896440071,20.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'throughput']",30.99762379099991,
30,mrmr,kmeans,bic,0.44,0.398769245789193,21.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'container_memory_failures_total', 'throughput']",30.164049333000094,
30,mrmr,kmeans,aic,0.44,0.39876924578919304,21.0,"['container_fs_usage_bytes', 'container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'container_cpu_cfs_throttled_seconds_total', 'data_quality', 'container_memory_max_usage_bytes', 'container_cpu_user_seconds_total', 'container_memory_mapped_file', 'container_last_seen', 'container_cpu_system_seconds_total', 'cores', 'container_memory_working_set_bytes', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_usage_seconds_total', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_usage_bytes', 'container_cpu_cfs_periods_total', 'container_memory_failures_total', 'throughput']",30.68623508400003,
30,mrmr,dbscan,bic,0.0,0.029459059610466264,11.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",28.91264404200001,
30,mrmr,dbscan,aic,0.0,0.03041988228030668,11.0,"['container_fs_reads_bytes_total', 'avg_p_latency', 'container_memory_cache', 'data_quality', 'container_memory_max_usage_bytes', 'container_memory_mapped_file', 'cores', 'container_memory_rss', 'container_spec_cpu_quota', 'container_memory_failures_total', 'throughput']",28.952549249999947,
30,pca,classic_uniform,bic,0.524,0.49828049969526067,31.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'throughput']",4.610596832999818,
30,pca,classic_uniform,aic,0.72,0.6235627380813596,31.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'pca_27', 'pca_28', 'pca_29', 'pca_30', 'throughput']",6.700395082999876,
30,pca,classic_quantile,bic,0.332,0.437788483767744,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'throughput']",3.953286624999919,
30,pca,classic_quantile,aic,0.664,0.3587202874502657,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'throughput']",15.065819166999972,
30,pca,kmeans,bic,0.14,0.2513983951471176,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'throughput']",3.886324666999826,
30,pca,kmeans,aic,0.5,0.35404702663339266,27.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'pca_13', 'pca_14', 'pca_15', 'pca_16', 'pca_17', 'pca_18', 'pca_19', 'pca_20', 'pca_21', 'pca_22', 'pca_23', 'pca_24', 'pca_25', 'pca_26', 'throughput']",5.370836332999943,
30,pca,dbscan,bic,,,,,0.12095441600013146,The node throughput_t1 is not in the digraph.
30,pca,dbscan,aic,0.42,0.16234126874913998,3.0,"['pca_11', 'pca_12', 'throughput']",0.23514062499998545,
50,markov,classic_uniform,bic,0.44,0.3879616633701959,23.0,"['cores', 'data_quality', 'container_fs_usage_bytes', 'container_last_seen', 'container_memory_cache', 'avg_p_latency', 'container_cpu_cfs_throttled_seconds_total', 'container_memory_rss', 'container_memory_max_usage_bytes', 'container_memory_working_set_bytes', 'container_memory_usage_bytes', 'container_memory_mapped_file', 'container_cpu_system_seconds_total', 'container_cpu_usage_seconds_total', 'container_cpu_cfs_throttled_periods_total', 'container_cpu_user_seconds_total', 'container_fs_reads_bytes_total', 'container_cpu_cfs_periods_total', 'container_spec_cpu_quota', 'container_memory_failures_total', 'python_gc_collections_total', 'container_fs_inodes_free', 'throughput']",9.766768833000015,
