timestamp,avg_p_latency,buffer_size,cadvisor_version_info,container_blkio_device_usage_total,container_cpu_cfs_periods_total,container_cpu_cfs_throttled_periods_total,container_cpu_cfs_throttled_seconds_total,container_cpu_load_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_bytes_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_bytes_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_kernel_usage,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_scrape_error,container_spec_cpu_period,container_spec_cpu_quota,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state,cores,data_quality,machine_cpu_cores,machine_cpu_physical_cores,machine_cpu_sockets,machine_memory_bytes,machine_nvm_avg_power_budget_watts,machine_nvm_capacity,machine_scrape_error,machine_swap_bytes,python_gc_collections_total,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_info,throughput,up
2025-11-11T15:16:52Z,3,250,1,0,8.240860215053763,7.247849462365592,0.2208160516129032,0,0.008981409090909089,0.02601858585858586,0.017037176767676767,60509725,0,0,0,0,977896124416,0,329732.13737373735,0,0,0,0,31980093440,0,0,0,0,1762874212,135745536,0,2.3181818181818183,0,43634688,218812416,78049280,0,218279936,165298176,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.01687123479262954,0,0,1,250,0
2025-11-11T15:16:53Z,3,250,1,0,8.61012551903056,7.541396334755428,0.22871805764861544,0,0.00926252885098106,0.02670163406396051,0.01743908800786381,60509725,0,0,0,0,977896124416,0,330373.4563700489,0,0,0,0,31980118016,0,0,0,0,1762874213,135745536,0,2.3226906114366868,0,43634688,219029504,78073856,0,217812992,164827136,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016866325353812106,0,0,1,250,0
2025-11-11T15:16:54Z,3,250,1,0,8.740950417347713,7.618992565975341,0.23035719764889054,0,0.00933969836230299,0.026817977272207447,0.017478278909904457,60509725,0,0,0,0,977896124416,0,325918.1235558565,0,0,0,0,31980118016,0,0,0,0,1762874214,135745536,0,2.2913673937301184,0,43634688,219029504,78118912,0,218353664,165367808,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.01686285061151074,0,0,1,250,0
2025-11-11T15:16:55Z,4,250,1,0,8.944869614512472,7.791583299986661,0.23540208253158404,0,0.009602741034486356,0.029175410658581005,0.019572669624094655,60509725,0,0,0,0,977896124416,0,324769.8322641254,0,0,0,0,31980154880,0,0,0,0,1762874215,135745536,0,2.2832943317117493,0,43634688,229457920,84385792,0,223887360,170901504,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016858646468620894,0,0,1,250,0
2025-11-11T15:16:56Z,4,250,1,0,9.078256302521007,7.908963585434175,0.23891241923769505,0,0.009746036825308314,0.029610777344807635,0.019864740519499324,60509725,0,0,0,0,977896124416,0,329616.1724686848,0,0,0,0,31980183552,0,0,0,0,1762874216,135745536,0,2.31736652690757,0,43634688,229457920,84385792,0,223887360,170901504,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.0168557377938237,0,0,1,250,0
2025-11-11T15:16:57Z,3,250,1,0,9.287506423393049,8.091632269011258,0.24343347464727524,0,0.010059266925017771,0.030030142846905045,0.019970875921887277,60509725,0,0,0,0,977896124416,0,328505.923286247,0,0,0,0,31980204032,0,0,0,0,1762874217,135745536,0,2.3095609199416307,0,43634688,229457920,84393984,0,224124928,171139072,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016851225469352523,0,0,1,250,0
2025-11-11T15:16:58Z,3,250,1,0,9.414850338244833,8.176346230554447,0.2452941013713118,0,0.010203980907482008,0.03046216056725576,0.020258179659773754,60509725,0,0,0,0,977896124416,0,333231.854189185,0,0,0,0,31980204032,0,0,0,0,1762874218,135745536,0,2.3427865775327703,0,43634688,229457920,84393984,0,224124928,171139072,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016848531311139132,0,0,1,250,0
2025-11-11T15:16:59Z,3,250,1,0,9.61830860489988,8.346618970690052,0.24925461335104296,0,0.010488859894148777,0.030799781685392297,0.020310904598195095,60509725,0,0,0,0,977896124416,0,330141.741116866,0,0,0,0,31980228608,0,0,0,0,1762874219,135745536,0,2.321061537330649,0,43634688,229457920,84398080,0,224407552,171421696,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016725768321513002,0,0,1,250,0
2025-11-11T15:17:00Z,3,250,1,0,9.751809998498207,8.463551042387875,0.2527142484709043,0,0.010572900944346271,0.030875269988198614,0.020302369043852346,60509725,0,0,0,0,977896124416,0,326091.0476261019,0,0,0,0,31980228608,0,0,0,0,1762874220,135745536,0,2.2925831364198106,0,43634688,229457920,86507520,0,226217984,173232128,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.01684242339412246,0,0,1,250,0
2025-11-11T15:17:01Z,3,250,1,0,10.007209310309314,8.606657740853901,0.25680007895911294,0,0.010860345038114675,0.03171467196957803,0.020854326931463354,60509725,0,0,0,0,977896124416,0,334956.4428628743,0,0,0,0,31980265472,0,0,0,0,1762874221,135745536,0,2.3549112983410954,0,43634688,229457920,86507520,0,226217984,173232128,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016838208557129933,0,0,1,250,0
