target,lstm_mae,lstm_accuracy,persistence_mae,persistence_accuracy,y_test_min,y_test_max,y_pred_min,y_pred_max,final_train_loss,n_train_sequences,n_test_sequences,n_features
throughput_1,33.49134826660156,0.8679525222551929,3.3959940652818994,0.9681008902077152,75.53333282470703,250.0,77.07151794433594,393.55755615234375,0.03568248078227043,5386,1348,72
throughput_2,52.89404296875,0.45548961424332346,9.239490603363006,0.9154302670623146,26.566667556762695,300.0,54.49724578857422,352.3730773925781,0.04336952045559883,5386,1348,72
throughput_3,51.954227447509766,0.48887240356083084,10.790046983184965,0.8976261127596439,23.899999618530273,300.0,40.08607482910156,357.8245544433594,0.04791390150785446,5386,1348,72
