target,K,n_bins,fs,disc,score,n_folds,n_folds_ok,accuracy,accuracy_std,f1,f1_std,precision,precision_std,recall,recall_std,log_loss,log_loss_std,persistence_accuracy,persistence_accuracy_std,persistence_f1,persistence_precision,persistence_recall,ar_dbn_accuracy,ar_dbn_accuracy_std,ar_dbn_f1,ar_dbn_precision,ar_dbn_recall,ar_dbn_log_loss,ar_dbn_log_loss_std,static_bn_si_accuracy,static_bn_si_accuracy_std,static_bn_si_f1,static_bn_si_precision,static_bn_si_recall,static_bn_si_log_loss,static_bn_si_log_loss_std,n_features_incl_target,features,mb_size,mb_fallback,train_time_sec,eval_time_sec,total_time_sec,cache_hits,cache_size,best_fold_accuracy,best_fold,model_pkl_path,edges_csv_path,exclude_other_throughputs,modeling_granularity_sec,error,acc_tput1,acc_tput2,acc_tput3,f1_tput1,f1_tput2,f1_tput3,prec_tput1,prec_tput2,prec_tput3,rec_tput1,rec_tput2,rec_tput3,ll_tput1,ll_tput2,ll_tput3
throughput_3,4,2,markov,classic_uniform,bic,5,5,0.9335230149697701,0.0034957807168816152,0.9009957269049081,0.013742096947437431,0.9113762621657726,0.014272052754597172,0.8942805840546747,0.028539108199550585,0.231295390944726,0.026285895872087926,0.9604357439567748,0.0068850328180192644,0.942937852424266,0.9429218941513188,0.9429572398569839,0.7772283624046235,0.02387352357074175,0.4372448508735127,0.3886141812023117,0.5,0.5413961350583365,0.04471918415727531,0.9640300035175227,0.012700382061890869,0.9479588829574344,0.9493705477103316,0.9483550843216596,0.15595717689740085,0.05009796058325101,5,"throughput_2,throughput_1,buffer_size_3,scrape_duration_seconds_2,throughput_3",6.0,trimmed,0.134349159989506,0.06633600648492574,42.388805077411234,1109.6,12.6,0.9367201426024956,2.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins2_dbn_throughput_3_K4_markov_classic_uniform_bic_bins2.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins2_dbn_throughput_3_K4_markov_classic_uniform_bic_bins2_edges.csv,False,30,,0.9322638146167558,0.8921568627450981,0.9367201426024956,0.8890964046592205,0.8408631896051528,0.9054859709631148,0.9026743435213087,0.8511878611740056,0.8880855618854095,0.8771064301552107,0.831800766283525,0.9267921008394977,0.23079579368263953,0.251423596164508,0.18940970814207309
throughput_3,4,3,markov,classic_uniform,bic,5,5,0.845118832767463,0.06357541301464946,0.751922709175844,0.11956068602336853,0.7792471745021962,0.07869989778806545,0.7572766200759423,0.13104877076339042,0.48581089578933334,0.12954532481215628,0.932276512968986,0.013109742565920035,0.8912777104565659,0.8911124432199691,0.8914456387971746,0.6861624468454911,0.046223070262823816,0.2710522242193442,0.22872081561516372,0.3333333333333333,0.8650464079340965,0.10598539722284955,0.9405256636551179,0.016728732710196325,0.9089359550833251,0.9101720572438806,0.9122634595749821,0.24675925181473124,0.0356117083029584,6,"data_quality_3,buffer_size_3,throughput_2,scrape_duration_seconds_3,throughput_3,throughput_1",4.0,none,0.14789728857576848,0.0719629337079823,36.45378573099151,1096.0,26.2,0.9010695187165776,3.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins3_dbn_throughput_3_K4_markov_classic_uniform_bic_bins3.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins3_dbn_throughput_3_K4_markov_classic_uniform_bic_bins3_edges.csv,False,30,,0.8306595365418895,0.8832442067736186,0.9010695187165776,0.7079056060769758,0.7921296097424099,0.8344003195088033,0.7875777879671961,0.8202272153724133,0.8085778418719337,0.7008540890430653,0.7699418955595821,0.8692555431685866,0.5919393355035065,0.37354349027738754,0.3511364748423345
throughput_3,4,4,markov,classic_uniform,bic,5,5,0.8413863108588371,0.02668809429271189,0.7724024671670058,0.054909054078905964,0.7884669037953385,0.04170520858502424,0.7746885346047753,0.05578701988894414,0.5416953087683926,0.04705630814919889,0.9107158219881493,0.019166932137451447,0.8634620195891201,0.8634653169145693,0.8634648533652571,0.5484045314069932,0.06978095828552283,0.17655224464200905,0.1371011328517483,0.25,1.1810438127142362,0.08543369004314125,0.9091908747223216,0.02233365829570282,0.881022852119534,0.8824872921559848,0.8884547226463042,0.3543735750924776,0.04707181223409063,6,"buffer_size_3,throughput_2,data_quality_2,scrape_duration_seconds_3,throughput_3,throughput_1",4.0,none,0.1600148942321539,0.07587402723729611,32.63679120922461,1075.4,46.8,0.8672014260249554,2.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins4_dbn_throughput_3_K4_markov_classic_uniform_bic_bins4.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins4_dbn_throughput_3_K4_markov_classic_uniform_bic_bins4_edges.csv,False,30,,0.7397504456327986,0.8654188948306596,0.8672014260249554,0.6599260177079835,0.77653842782549,0.7800094637390755,0.6731583627190159,0.8042002024970731,0.7664557159446264,0.6530258292835516,0.7644656439169317,0.8093803099317805,0.8913211294418396,0.52820216395769,0.4727027925490702
throughput_3,4,6,markov,classic_uniform,bic,5,5,0.7820337363472872,0.0241187933978333,0.6964963316529221,0.056069772746863145,0.6977281237462709,0.062285992762221375,0.7076923306057921,0.05516047304782417,0.7610318406233563,0.0629422292192025,0.8752524987976248,0.031297161269056455,0.8202609843696628,0.8202163997058406,0.8203185464750702,0.39905857591154326,0.0982223996777844,0.09410861979929701,0.06650976265192388,0.16666666666666666,1.553003428437942,0.10401959614914565,0.8602163434876713,0.033462194182956394,0.8351890364847254,0.83353793929697,0.8535626214915123,0.5718345989503487,0.12383015832436974,5,"throughput_2,data_quality_3,throughput_1,python_gc_objects_collected_total_1,throughput_3",2.0,padded,0.13592457938939334,0.09252719292417169,27.731162109877914,1033.4,88.8,0.803921568627451,2.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins6_dbn_throughput_3_K4_markov_classic_uniform_bic_bins6.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins6_dbn_throughput_3_K4_markov_classic_uniform_bic_bins6_edges.csv,False,30,,0.6051693404634582,0.785204991087344,0.803921568627451,0.4247198307173263,0.6969343226425343,0.6667328215037767,0.45071377369666404,0.7398378154585137,0.6662247562329018,0.414783687442561,0.6782612492823376,0.6785382279567523,1.4543252041801824,0.7904420186756346,0.6812893729283206
throughput_3,4,8,markov,classic_uniform,bic,5,5,0.7317746105970924,0.0811066483425099,0.6245812447920073,0.10323287430269573,0.6245927101770674,0.11301597770974472,0.643522933447291,0.09269203286889902,0.9554032699990582,0.14574877153265497,0.8666973014414218,0.028079485256124036,0.7942714423923422,0.7941197215448417,0.7944322982251858,0.34772739177432493,0.10534273235792209,0.0635731430617893,0.04346592397179062,0.125,1.8421601489032013,0.1295043413860619,0.8527416078564343,0.03290591074838835,0.8226365303879261,0.8300335990504273,0.8367092383648819,0.7220596374038915,0.1250859873822244,5,"throughput_2,throughput_1,python_gc_objects_collected_total_1,python_gc_objects_collected_total_3,throughput_3",1.0,padded,0.1192389465868473,0.0783210288733244,27.397562907077372,1004.6,117.6,0.8181818181818182,2.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins8_dbn_throughput_3_K4_markov_classic_uniform_bic_bins8.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins8_dbn_throughput_3_K4_markov_classic_uniform_bic_bins8_edges.csv,False,30,,0.5766488413547237,0.8065953654188949,0.8181818181818182,0.4054941253314005,0.6946062971226276,0.7075590624044198,0.4528893811752378,0.7203007236817528,0.6969599537280721,0.41943475531942176,0.6856384815562728,0.7353554180527291,1.5922388531878506,0.8171835367277904,0.7370907096565499
throughput_3,4,10,markov,classic_uniform,bic,5,5,0.5707141077105983,0.17447175411593752,0.4518854791514973,0.22167440646965042,0.4641471766595549,0.2190275929122079,0.4900440650210694,0.18714782240621228,1.397478638180308,0.37431226296651,0.8590314649295321,0.027059969626879614,0.7879820514904172,0.7877670328063665,0.78821553517714,0.3181388025136388,0.10174447092578169,0.047518974356819996,0.031813880251363884,0.1,2.060074137377694,0.16110628242084554,0.8178393854792863,0.04366144083421298,0.79341273145355,0.7932822894072981,0.8162981399663238,0.8348587033518132,0.20568397744574965,5,"throughput_2,throughput_1,python_gc_objects_collected_total_1,python_gc_objects_collected_total_3,throughput_3",1.0,padded,0.11693420587107539,0.08309831786900759,26.93799994699657,985.2,137.0,0.7549019607843137,1.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins10_dbn_throughput_3_K4_markov_classic_uniform_bic_bins10.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins10_dbn_throughput_3_K4_markov_classic_uniform_bic_bins10_edges.csv,False,30,,0.67825311942959,0.7201426024955436,0.7549019607843137,0.40187056342382454,0.5184646614170856,0.6376115303875923,0.3924378830015992,0.5301358920046952,0.6489203091916012,0.4187870335663204,0.5209264387121664,0.6400112235271044,1.1943666232326562,0.9846204847932918,1.111986934709167
throughput_3,4,2,markov,classic_uniform,aic,5,5,0.9014393582252783,0.056609721776339675,0.8040506966867241,0.20124332161462052,0.8018235401662464,0.2260488009707824,0.811117332176606,0.17396554320467103,0.2760521196056137,0.061836015500017036,0.9604357439567748,0.0068850328180192644,0.942937852424266,0.9429218941513188,0.9429572398569839,0.7772283624046235,0.02387352357074175,0.4372448508735127,0.3886141812023117,0.5,0.5413961350583365,0.04471918415727532,0.9617173115986347,0.006414711915118712,0.9445101139083715,0.9469505307368493,0.9437350502675889,0.15731716147276237,0.04076108662838578,5,"throughput_2,throughput_1,buffer_size_3,buffer_size_1,throughput_3",9.0,trimmed,0.17476512445136905,0.06468829028308391,60.90903311781585,1109.2,13.0,0.9340463458110517,1.0,,,False,30,,0.9581105169340464,0.9340463458110517,0.9340463458110517,0.9291966245745473,0.9047844036697248,0.9055886326111973,0.9204416344049824,0.8909732335326691,0.9271530780120136,0.938639045136507,0.9211185010369735,0.8882629107981221,0.15841490055911273,0.18156731883806448,0.2607781598828315
throughput_3,4,3,markov,classic_uniform,aic,5,5,0.8495788115294689,0.0489118775931318,0.7793688477067582,0.0627166578077309,0.7855206178799632,0.06572994902245574,0.7801260664152563,0.06283037447828321,0.44945849852838393,0.08962291058937469,0.932276512968986,0.013109742565920035,0.8912777104565659,0.8911124432199691,0.8914456387971746,0.6861624468454911,0.046223070262823816,0.2710522242193442,0.22872081561516372,0.3333333333333333,0.8650464079340965,0.10598539722284954,0.9424843850514794,0.016860627996891496,0.9155570799468278,0.9141716421895358,0.9190257021737759,0.253700686131842,0.0387976818012535,6,"throughput_2,buffer_size_3,process_resident_memory_bytes_3,data_quality_3,throughput_3,throughput_1",7.0,trimmed,0.19078147830441594,0.07434340240433812,42.954694465734065,1089.6,32.6,0.9126559714795008,3.0,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins3_dbn_throughput_3_K4_markov_classic_uniform_aic_bins3.pkl,saved_dbn_models_top5_20260319_094316_seed783122_run20260527_133919/best_bins3_dbn_throughput_3_K4_markov_classic_uniform_aic_bins3_edges.csv,False,30,,0.8368983957219251,0.8957219251336899,0.9126559714795008,0.7440447242468752,0.8201582387340901,0.8427583929824326,0.7792886252530521,0.8618656472025975,0.8260875370761697,0.7303740004527407,0.7928323957463018,0.8616209675992285,0.5744033724854326,0.40380600142932266,0.3312502160275715
throughput_3,4,4,markov,classic_uniform,aic,5,5,0.8262317798486674,0.02396008511199133,0.7335318690742527,0.06416322774384615,0.7504676018325537,0.056154439080432744,0.741246281642194,0.06432964164420535,0.5786145158967231,0.05661069702640108,0.9107158219881493,0.019166932137451447,0.8634620195891201,0.8634653169145693,0.8634648533652571,0.5484045314069932,0.06978095828552283,0.17655224464200905,0.1371011328517483,0.25,1.1810438127142362,0.08543369004314125,0.9157768813200533,0.009217709530488536,0.8878098898133878,0.8870772129550847,0.8958307282891921,0.3865876801290515,0.11885628266626722,6,"throughput_2,process_cpu_seconds_total_1,buffer_size_3,data_quality_2,throughput_3,throughput_1",6.0,trimmed,0.21994878398254514,0.08592617409303785,37.62136767664924,1060.6,61.6,0.8547237076648841,2.0,,,False,30,,0.7406417112299465,0.8511586452762924,0.8547237076648841,0.6551188012316066,0.75891826631925,0.7703553954374338,0.6823243904456084,0.8041979556562813,0.7605587330358096,0.6354688330243261,0.7319719967466329,0.7984676115190821,0.9132477554494941,0.5717609153731379,0.481959466490448
throughput_3,4,6,markov,classic_uniform,aic,5,5,0.7772318544514867,0.033332685876295426,0.6881384356169208,0.04105453873422374,0.6885832121167162,0.047435205190780226,0.6978108813077324,0.04451258994870915,0.7756827136701401,0.07928122667528852,0.8752524987976248,0.031297161269056455,0.8202609843696628,0.8202163997058406,0.8203185464750702,0.39905857591154326,0.0982223996777844,0.09410861979929701,0.06650976265192388,0.16666666666666666,1.553003428437942,0.10401959614914562,0.8733978635011075,0.013824493811655661,0.8507405859317391,0.8473193582464577,0.8621089347467723,0.5086859580533032,0.08636699624983601,5,"buffer_size_3,throughput_2,data_quality_3,throughput_1,throughput_3",3.0,padded,0.18627454712986946,0.08114709770306945,32.13999480986968,1040.4,81.8,0.82174688057041,2.0,,,False,30,,0.6363636363636364,0.7540106951871658,0.82174688057041,0.5282033297759832,0.7007953362688336,0.7245403810552299,0.5446948197520979,0.75593297759437,0.705905033267238,0.5403221417882701,0.6793966316214308,0.753333194814409,1.153478580561892,0.7570288548044684,0.665897277350781
