metric,labels,timestamp,value
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:16:09Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:16:24Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:16:39Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:16:54Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:17:09Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:17:24Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:17:39Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:17:54Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:18:09Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:18:24Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:18:39Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:18:54Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:19:09Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:19:24Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:19:39Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:19:54Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:20:09Z","67108864"
"container_fs_limit_bytes","__name__=container_fs_limit_bytes;device=/dev;id=/;instance=cadvisor:8080;job=iot_service","2025-10-31T10:20:24Z","67108864"
