metric,labels,timestamp,value
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:16:09Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:16:24Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:16:39Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:16:54Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:17:09Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:17:24Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:17:39Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:17:54Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:18:09Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:18:24Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:18:39Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:18:54Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:19:09Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:19:24Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:19:39Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:19:54Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:20:09Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:20:24Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:20:39Z","1"
"python_info","__name__=python_info;implementation=CPython;instance=linked-service-2:8000;job=iot_service;major=3;minor=12;patchlevel=12;version=3.12.12","2025-10-31T10:20:54Z","1"
